Organisation_Match,Sector
REDJACKET SPECIALIST CARE LTD,Healthcare
REDK CRM SOLUTIONS LIMITED,Technology
REDLEIF CARE LTD,Healthcare
REDOOR EDUCATION LTD,Education
REDRELIC SOFTWARE LIMITED,Technology
REDSECLABS LIMITED,Technology
REDSIFT LIMITED,Technology
REDSTONE INSURANCE BROKERS LTD,Finance
REDSTOR LIMITED,Technology
REDTITAN LIMITED,Technology
REDVERTEX LTD,Engineering
REDWING MARKETING UK LIMITED,Technology
REDWOOD FINANCIAL ASSOCIATES LIMITED,Finance
REDWOOD HEALTH CARE LIMITED,Healthcare
REDWOOD SOFTWARE UK LTD,Technology
REEDSFIELD CARE LTD,Healthcare
REEDSY LIMITED,Technology
REEF ENTERTAINMENT LIMITED,Technology
REEL (UK) LIMITED,Engineering
REES MACHINERY GROUP LIMITED,Engineering
REESET.EARTH LIMITED,Technology
REESON CARE HOMES LIMITED,Technology
REFINE ARCHITECTURE LTD,Engineering
REFLECT MEDIA LIMITED,Technology
REFLEX DATA SYSTEMS LIMITED,Technology
REFORM ARCHITECTS LIMITED,Engineering
REFRACT SOFTWARE LTD,Technology
REFRESHING CARE LIMITED,Healthcare
REFUAH CENTRE LTD,Healthcare
REFUGEE EDUCATION UK LTD,Education
REG (UK) LTD,Technology
REGAIN HEARING LTD,Healthcare
REGAL CARE SERVICES LIMITED,Healthcare
REGAL CARE TRADING LTD,Healthcare
REGAL HEALTH AND WELLBEING LTD,Healthcare
REGEDEN LIMITED,Healthcare
REGEDGE LIMITED,Technology
REGENERATE GLOBAL LIMITED,Technology
REGENERON UK LIMITED,Engineering
REGENESIS HEALTH TRAVEL LTD,Healthcare
REGENT EDUCATION SERVICES LIMITED,Education
REGENT HOUSING LIMITED,Healthcare
REGENT'S UNIVERSITY LONDON LIMITED,Education
REGENTS COMPUTER LIMITED,Technology
REGENTS PARK LIMITED,Healthcare
REGTECH CONSULTANCY SERVICES LTD,Technology
REGULATORY GENOME DEVELOPMENT LTD,Technology
REHABILITY UK COMMUNITY LTD,Healthcare
REHABILITY UK SUPPORT SERVICES LTD,Healthcare
REHMAN'S SHOP-FRONT LTD,Engineering
REHOBOTH HEALTH AND HOME CARE LIMITED,Healthcare
REIGATE GRAMMAR SCHOOL,Education
REIMAGINE ROBOTICS LIMITED,Engineering
REINCUBATE LIMITED,Technology
REINET ADVISORS (UK) LIMITED,Finance
REINSURANCE SOLUTIONS LONDON LTD,Finance
REJUVENATE COSMETICS AND AESTHETICS LTD,Education
REKA ADVENTURES LTD,Technology
RELATE CARE SOLUTIONS LTD,Healthcare
RELATION THERAPEUTICS LIMITED,Engineering
RELATIONAL UK LTD,Technology
RELATIONAL URBANISM LIMITED,Engineering
RELAX CARE LIMITED,Healthcare
RELCO SOFTWARE LTD,Technology
RELIABLE MEDICARE LIMITED,Healthcare
RELIABLE NETWORK TECHNOLOGIES LTD,Technology
RELIACARE LIMITED,Healthcare
RELIANCE CARE SERVICES LIMITED,Healthcare
RELIANCE UKBD LTD,Education
RELIANT ANGEL CARE LTD,Healthcare
RELIANT CARE LIMITED,Healthcare
RELIAQUEST UK LIMITED,Technology
RELIEF CHIROPRACTIC LIMITED,Healthcare
RELIFE PHYSIOTHERAPY UK LTD,Healthcare
RELIVE PHYSIOTHERAPY LIMITED,Healthcare
RELM INS UK LTD,Finance
REMAJ CARE RECRUITMENT SERVICES LIMITED,Healthcare
REMAKE CARE LTD,Healthcare
REMARK AI UK LIMITED,Technology
REMIT CHOICE LIMITED,Finance
"REMITLY U.K., LTD",Finance
REMOTE ASSET MANAGEMENT LIMITED,Technology
REMOTEPASS LTD,Technology
REN CARING LTD,Healthcare
REN-IT LIMITED,Technology
RENAIR ANTENNAE LIMITED,Engineering
RENAISSANCE CAPITAL LIMITED,Finance
RENAISSANCE INFOTECH LIMITED,Technology
RENAISSANCE LEARNING UK LIMITED,Technology
RENAISSANCE NURSERIES LEEDS LTD,Education
RENAISSANCE WEALTH MANAGEMENT (UK) LIMITED,Finance
RENAISSANCERE SYNDICATE MANAGEMENT LIMITED,Finance
RENARD LIMITED,Healthcare
RENDCOMB COLLEGE,Education
RENDEZVOUS SOLUTIONS LIMITED,Technology
RENEE HEALTHCARE SERVICES LTD,Healthcare
RENESAS DESIGN (UK) LIMITED,Engineering
RENEW ENERGY GLOBAL PLC,Finance
RENEW RISK LIMITED,Technology
RENEWABL LTD,Technology
RENFREWSHIRE CARERS CENTRE,Healthcare
RENKAP LTD,Technology
RENNIE GROVE PEACE HOSPICE CARE,Healthcare
RENOVO HOLLANDEN PARK LIMITED,Healthcare
RENOVO SOLUTIONS LIMITED,Engineering
RENOVOS BIOLOGICS LIMITED,Engineering
RENPHYS LIMITED,Healthcare
RENSAIR LIMITED,Engineering
RENTID LIMITED,Technology
RENTR LIMITED,Technology
REPAIR MY PHONE (OXFORD) LIMITED,Engineering
REPAIRITPRO LTD,Technology
REPLIMUNE LIMITED,Engineering
REPLY LIMITED,Technology
REPTON SCHOOL,Education
REPUBLIC SECURITY LTD,Technology
REQUESTY LTD,Technology
REQUIRED CONSULTING LIMITED,Technology
RES ENERGY SERVICES LIMITED,Engineering
RESEARCH DATA SCOTLAND,Healthcare
RESEARCH GRID LTD,Technology
RESEARCHGATE LIMITED,Technology
RESEARCHUT LIMITED,Technology
RESECT LIMITED,Engineering
RESI DESIGN LIMITED,Technology
RESICARE ALLIANCE LIMITED,Healthcare
RESICARE HOMES LIMITED,Healthcare
RESIDE SUPPORT LIMITED,Healthcare
RESIDENT ARCHITECTS LIMITED,Engineering
RESILINC UK LTD,Technology
RESILLION UK LIMITED,Technology
RESJES LTD,Healthcare
RESOLUTE MANAGEMENT LIMITED,Finance
RESOLUTION CARE LTD,Healthcare
RESOLVE (CARE NORTHERN) LIMITED,Healthcare
RESOLVE BIOENERGY LTD,Engineering
RESOLVE EDUCATION LTD,Education
RESONATE GROUP LIMITED,Technology
RESOURCE GURU LIMITED,Technology
RESOURCEWISE CONSULTANCY LTD,Technology
RESPECT CARE SERVICES LIMITED,Healthcare
RESPONSIBLE HOME CARERS LIMITED,Education
RESPONSIVE CARE GROUP LTD,Healthcare
RESTLESS DEVELOPMENT,Education
RESTORE7 LTD,Healthcare
RESTOREHAIRCLINICS LIMITED,Healthcare
RESTORING HEALTH LIMITED,Healthcare
RESU IT SOLUTIONS LTD,Technology
RESULTING LIMITED,Technology
RESULTS EDUCATION,Education
RESURGO TRUST,Education
RESURRECT BIO LTD,Engineering
RETAIL & FINANCIAL SERVICES LIMITED,Technology
RETAIL CAPITAL (UK) LTD,Finance
RETAILIGENCE LTD,Technology
RETAILSOLUTIONS AG (UK) LIMITED,Technology
RETALIA SOLUTIONS LTD,Technology
RETARUS (UK) LTD,Technology
RETFORD SENIOR CARE SERVICES LIMITED,Healthcare
RETHINK PRIORITIES UK LTD,Engineering
RETHINK REBUILD SOCIETY,Healthcare
RETHINKX (UK) LIMITED,Engineering
RETINA IT LTD,Technology
RETN LTD,Technology
RETO CARE LIMITED,Healthcare
RETOOL UK LIMITED,Technology
RETRO HEALTHCARE LIMITED,Healthcare
RETURNS OFFICE LTD,Technology
REV INFO SOLUTIONS LTD,Technology
REV ROOMS (SOUND) LTD,Technology
REVE CLOUD LTD,Technology
REVEAL AI LTD,Technology
REVELATION SOCIAL CARE LTD,Healthcare
REVENTUS POWER LIMITED,Finance
REVERI HEALTH LIMITED,Technology
REVERSEC UK LIMITED,Technology
REVIONICS LIMITED,Technology
REVITAL MED LTD,Healthcare
REVIVE CARE SERVICE LTD,Healthcare
REVIVE PHYSIO & WELLNESS LTD,Education
REVO MANAGEMENT LTD,Technology
REVOLUT LTD,Technology
REVOTECH SYSTEMS LIMITED,Finance
REVVITY DISCOVERY LIMITED,Engineering
REVX LIMITED,Technology
REVZONE SOLUTIONS LIMITED,Technology
REWARD FINANCE GROUP LIMITED,Finance
REWARD STAMP APP LTD,Technology
REWIRE HOLDING LTD,Technology
REX BROWN LIMITED,Technology
REX LABS LTD,Technology
REXTECH UK PRIVATE LIMITED,Technology
REYAN TECHNOLOGIES LTD,Technology
REZOLVE AI PLC,Finance
RF CORVAL EUROPE LIMITED,Finance
RFA (UK) LIMITED,Technology
RFM INVESTMENTS UK LIMITED,Finance
RG CARE HOMES LIMITED,Healthcare
RG2IT SOLUTIONS LIMITED,Technology
RGHARMONY CARE LIMITED,Healthcare
RGV AVIATION LIMITED,Engineering
RH COMMUNITY SERVICES LTD,Healthcare
RHC LIFTING LIMITED,Engineering
RHEINMETALL WEAPON MUNITIONS UK LIMITED,Engineering
RHEON LABS LTD,Engineering
RHINO RANK LTD,Technology
RHIWLAS CARE LTD,Healthcare
RHIZOME INSIGHTS LIMITED,Technology
RHOSYN CARE LTD,Healthcare
RHYTHMIC CARE UK LTD,Healthcare
RIB UK&I LIMITED,Technology
RIBBON TECHNOLOGIES LTD,Engineering
RIBBONFISH LIMITED,Technology
RICARDO-AEA LIMITED,Technology
RICHAN CARE (MIDLANDS) LIMITED,Healthcare
RICHAN CARE LIMITED,Healthcare
RICHARD ADAMS GROUP LTD,Technology
RICHARD BOOTHROYD & ASSOCIATES LIMITED,Engineering
RICHARD CHALLONER SCHOOL,Education
RICHARD HALE SCHOOL,Education
RICHARD TANT ASSOCIATES LIMITED,Engineering
RICHARD TRUSS LTD,Healthcare
RICHARDS PARTINGTON ARCHITECTS LIMITED,Engineering
RICHMOE LIMITED,Healthcare
RICHMOND GROUP MANAGEMENT SERVICES LIMITED,Technology
RICHMOND HILL ORTHODONTICS LIMITED,Healthcare
RICHMOND HILL PRACTICE LIMITED,Healthcare
RICHMOND RESIDENTIAL LODGE LTD,Healthcare
RICHMOND UPON THAMES CROSSROADS CARE,Healthcare
RICHTER ASSOCIATES (EXETER) LIMITED,Engineering
RICHTER CONSULTING LTD,Technology
RICK LIMITED,Healthcare
RICKMANSWORTH SCHOOL,Education
RICO HEALTHCARE (GRANGE) LIMITED,Healthcare
RICO HEALTHCARE LIMITED,Healthcare
RIDE THERAPEUTICS LIMITED,Engineering
RIDETO LIMITED,Technology
RIDGE CARE GROUP LTD,Healthcare
RIDGE CLEAN ENERGY LTD,Finance
RIDGE PARTNERS LTD,Finance
RIDGEVIEW HEALTHCARE LIMITED,Healthcare
RIDGEWAY EDUCATION TRUST,Education
RIDGEWAY LEARNING PARTNERSHIP,Education
RIDGEWAY RESIDENTIAL HOME LIMITED,Healthcare
RIDGWAY MACHINES LIMITED,Engineering
RIDIA LIMITED,Technology
RIEDEL COMMUNICATIONS LTD,Technology
RIG INSPECTION AND WELDING SERVICES LTD,Engineering
RIGETTI UK LIMITED,Technology
RIGGLOTEL LIMITED,Technology
RIGHT CARE SERVICES LTD,Healthcare
RIGHT CHOICE CARE LTD,Healthcare
RIGHT HOOK STUDIO LTD,Technology
RIGHT MEDICARE LIMITED,Healthcare
RIGHT REVENUE LIMITED,Technology
RIGHT THERE,Healthcare
RIGHT TRUST CARE LTD,Healthcare
RIGHTANGLED LIMITED,Engineering
RIGHTCHARGE LIMITED,Technology
RIGHTINDEM LIMITED,Technology
RIGHTNOW LTD,Technology
RIGHTROAD EDTECH LIMITED,Technology
RIGNET UK LIMITED,Technology
RIJYOS TECHNOVATIONS LTD,Technology
RIKA GROUP UK LTD,Technology
RIMBAL LTD,Technology
RIMES TECHNOLOGIES LIMITED,Technology
RIMO CAPITAL LTD,Technology
RIMOND AEC LTD,Finance
RINA TECH UK LIMITED,Engineering
RING RING DISTRIBUTION LIMITED,Technology
RINGCENTRAL UK LTD,Technology
RINGGO LIMITED,Technology
RINRI THERAPEUTICS LIMITED,Engineering
RIO ARCHITECTS LIMITED,Engineering
RIOMED LIMITED,Healthcare
RIPJAR LTD,Technology
RIPLO LIMITED,Technology
RIPPLE DENTAL LIMITED,Healthcare
RIPPLE MARKETS UK LTD,Technology
RIPPLE MIC LIMITED,Technology
RIPPLEFFECT GROUP LIMITED,Finance
RIPPLESOFT LIMITED,Technology
RIPPLING UK LIMITED,Finance
RISE & SHINE SERVICES LIMITED,Healthcare
RISE TO LIMITED,Technology
RISE UP PROJECTS LTD,Healthcare
RISEDALE ESTATES LIMITED,Healthcare
RISEUP HEALTHCARE LTD,Healthcare
RISHABH INFO SERVICES PVT LTD,Technology
RISHEENA LIMITED,Engineering
RISILIENCE LIMITED,Technology
RISING CARE SERVICES LTD,Healthcare
RISING TECHNOLOGIES UK LTD,Technology
RISING TIDE AI LTD,Technology
RISK CAPITAL ADVISORS LIMITED,Finance
RISK CONTROL LIMITED,Technology
RISK CREW LIMITED,Technology
RISK MANAGEMENT LIMITED,Engineering
RISK-ENTERPRISE LIMITED,Technology
RISKBRIDGE ASSOCIATES LTD,Finance
RISKCARE LIMITED,Technology
RISKENT TECHNOLOGIES LIMITED,Technology
RISKPOINT SOLUTIONS LIMITED,Finance
RISKPOYNT LTD,Technology
RISKSTOP CONSULTING LIMITED,Finance
RISKXCHANGE LIMITED,Technology
RITAGREEN HEALTHCARE SERVICES LTD,Finance
RITE DEALS MARKETING LTD,Technology
RITHM CAPITAL LTD,Finance
RITHRISH LTD,Finance
RITHUM CA UK LIMITED,Technology
RITZI CARE HOMES LTD,Healthcare
RIV UK ENGINEERING LIMITED,Engineering
RIVAGE INVESTMENT (UK PARENT) LIMITED,Finance
RIVAL TECHNOLOGIES LTD,Technology
RIVENDALE CARE LIMITED,Healthcare
RIVER GROUP CONTENT LIMITED,Technology
RIVER LEARNING TRUST,Education
RIVER OF CARE LTD,Healthcare
RIVER STONE (UK) LIMITED,Healthcare
RIVERA TRADING LTD,Technology
RIVERBED TECHNOLOGY LIMITED,Technology
RIVERDALE TRADECO LIMITED,Healthcare
RIVERFORT GLOBAL CAPITAL LTD,Finance
RIVERLANE LTD,Technology
RIVERS MULTI ACADEMY TRUST,Education
RIVERS TECHNOLOGY CONSULTING LTD,Technology
RIVERSIDE CARE HOME LIMITED,Healthcare
RIVERSIDE DENTAL CENTRE LIMITED,Healthcare
RIVERSTONE MANAGEMENT LIMITED,Finance
RIYATECH LIMITED,Technology
RIZ & RIM SOLUTIONS LIMITED,Technology
RIZ REMIT LIMITED,Finance
RIZING LIMITED,Technology
RIZZOLI INTERNATIONAL PUBLICATIONS UK LIMITED,Technology
RJ SOFTWARE SOLUTIONS LTD,Technology
RJ TRAINING SOLUTION LIMITED,Education
RJHARCHITECTURE LTD,Engineering
RJN DAYCARE LIMITED,Healthcare
RJY LIMITED,Technology
RK IT SERVICES LTD,Technology
RKFX LIMITED,Education
RKRP LTD,Healthcare
RKSOFT SOLUTIONS LTD,Technology
RKV CONSULTANTS LTD,Engineering
RLC (UK) LIMITED,Engineering
RLE FUTUREMOTIV LIMITED,Engineering
RM ARCHITECTS LIMITED,Engineering
RM CAPITAL MARKETS LIMITED,Finance
RM DUNGANNON LTD,Engineering
RM EDUCATION LTD,Technology
RM TESTING CONSULTANTS LIMITED,Technology
RMG NETWORKS LIMITED,Technology
RMSG MEP SERVICE UK LTD,Engineering
RMSI LIMITED,Technology
RNHS LIMITED,Healthcare
RNJ HOMECARE LIMITED,Healthcare
RNS EDUCATION LIMITED,Education
RO ENGINEERIA LTD,Engineering
ROADMETRICS LTD,Technology
ROADZEN HOLDINGS (UK) LIMITED,Technology
ROAR DIGITAL LIMITED,Technology
ROBECO INSTITUTIONAL ASSET MANAGEMENT UK LIMITED,Finance
ROBERT FRITH OPTOMETRISTS (YEOVIL) LIMITED,Healthcare
ROBERT MAY'S SCHOOL,Education
ROBERT QUINN CONSULTING LTD,Finance
ROBERTS CARE & TRAINING LIMITED,Healthcare
ROBIN MANCO LIMITED,Finance
ROBIT GB LTD,Engineering
ROBLOX UK LIMITED,Technology
ROBOCODEUK LIMITED,Finance
ROBOMAN LTD,Technology
ROBOSOFT TECHNOLOGIES UK LIMITED,Technology
ROBOSOL SOFTWARE UK LIMITED,Technology
ROBOTIZ3D TECHNOLOGY LTD,Engineering
ROBOYO (UK TRADING) LIMITED,Technology
ROC CLINICS UK LTD,Healthcare
ROC INTERNATIONAL LIMITED,Finance
ROCHCARE (UK) LTD,Healthcare
ROCHCARE LTD,Healthcare
ROCHECARE HOMES LTD,Healthcare
ROCK LENNOX LTD,Healthcare
ROCK OF AGES CARE LIMITED,Healthcare
ROCK SOLID KNOWLEDGE LTD,Technology
ROCKEFELLER ASSET MANAGEMENT INTERNATIONAL LTD,Finance
ROCKET FLAIR STUDIOS LTD,Technology
ROCKET LAWYER UK LIMITED,Technology
ROCKET SAAS LTD,Technology
ROCKET SOFTWARE UK LIMITED,Technology
ROCKET SYSTEMS LIMITED,Technology
ROCKETROUTE LIMITED,Technology
ROCKFORT ENGINEERING LIMITED,Engineering
ROCKLAND GREYS LIMITED,Healthcare
ROCKLEY DENE HOMES LIMITED,Healthcare
ROCKLEY PHOTONICS LIMITED,Engineering
ROCKSTAR GAMES UK LIMITED,Technology
ROCKSTEADY STUDIOS LIMITED,Technology
ROCKVALE INTERNATIONAL LIMITED,Technology
ROCO9 LTD,Engineering
RODENVINE (NOTTINGHAM) LIMITED,Healthcare
RODERICKS DENTAL PARTNERS LIMITED,Healthcare
RODIN MOTORSPORT LIMITED,Engineering
ROEHAMPTON UNIVERSITY,Education
ROEL LIMITED,Engineering
ROFEMARON HEALTHCARE LTD,Healthcare
ROGER WONG LTD,Healthcare
ROHMA CONSULTANCY LTD,Healthcare
ROI E-SOLUTIONS LTD,Technology
ROKA DESIGN LTD,Engineering
ROKKA IT CONSULTANCY LTD,Technology
ROKY CARE LTD,Healthcare
ROLAN CONSULTANCY LTD,Technology
ROLAND RESIDENTIAL CARE HOMES LIMITED,Healthcare
ROLLS-ROYCE PLC,Engineering
ROLLS-ROYCE SMR LIMITED,Engineering
ROLTA UK LIMITED,Technology
ROMBALD GROUP LTD,Technology
RONGHAN INTERNATIONAL LIMITED,Finance
RONLY LIMITED,Finance
RONTI CARE SOLUTIONS LTD,Healthcare
ROODLANE MEDICAL LIMITED,Healthcare
ROOF UK SERVICES LIMITED,Finance
ROOF-MAKER LTD,Engineering
ROOM TO READ UK LIMITED,Education
ROOMNETTV LTD,Technology
ROOSTER TECHNOLOGY LTD,Technology
ROOTED HEALTH AND SOCIAL CARE LTD,Healthcare
ROOTFLOE LTD,Technology
ROOTSTACK LTD,Technology
ROPE ACCESS TRADE SOLUTIONS LTD,Engineering
ROQ LIMITED,Technology
ROS AND MOS HOUSE SUPPORT LTD,Healthcare
ROSALEIGH LTD,Technology
ROSCLARE RESIDENTIAL HOME LIMITED,Healthcare
ROSE CARE SERVICES LIMITED,Healthcare
ROSE GOLD HEALTH FULWOOD LIMITED,Healthcare
ROSE HEALTHCARE SERVICES LTD LTD,Healthcare
ROSE MOUNT SUPPORTED LIVING LTD,Healthcare
ROSE NI LTD,Healthcare
ROSE OF YORK LIMITED,Education
ROSE PETALS HEALTH CARE LTD,Healthcare
ROSEBUDS SUPPORTED LIVING LIMITED,Healthcare
ROSEDAN LOMO LIMITED,Healthcare
ROSEHILL (UK) LIMITED,Healthcare
ROSEHILL PHARMACY LTD,Healthcare
ROSELEA CARE HOMES LIMITED,Healthcare
ROSELIGHT SERVICES LIMITED,Healthcare
ROSEMARY WORKS EAST LIMITED,Education
ROSEMIL CARE LIMITED,Healthcare
ROSEMONT CARE (MEDWAY) LIMITED,Healthcare
ROSENXT UK LTD,Engineering
ROSEVILLA CARE HOME STAFFORD LIMITED,Healthcare
ROSEWOOD & BROOK HOUSE LTD,Healthcare
ROSHANA GLOBAL LIMITED,Finance
ROSLIN CELL THERAPIES LIMITED,Engineering
ROSLIN DENTAL PRACTICE LIMITED,Healthcare
ROSLIN TECHNOLOGIES LIMITED,Engineering
ROSMEAD HEALTHCARE LTD,Healthcare
ROSS COMPANIES LIMITED,Engineering
ROSSPALM LIMITED,Technology
ROSSYCARE LTD,Healthcare
ROSTER HOME CARE LTD,Healthcare
ROSTERFY LTD,Technology
ROTHERWOOD HEALTHCARE (COLWALL) LIMITED,Healthcare
ROTHERWOOD HEALTHCARE (HAMPTON GRANGE) LIMITED,Healthcare
ROTHERWOOD HEALTHCARE (LYNHALES HALL) LIMITED,Healthcare
ROTHERWOOD HEALTHCARE (RODEN HALL) LTD,Healthcare
ROTHERWOOD HEALTHCARE (ST GEORGES PARK) LIMITED,Healthcare
ROTHESAY PENSIONS MANAGEMENT LIMITED,Finance
ROTHSCHILD & CO WEALTH MANAGEMENT UK LIMITED,Finance
ROTHSCHILD DIAMONDS LIMITED,Finance
ROUGHAN AND O'DONOVAN UK LIMITED,Engineering
ROUND BANK ENGINEERING LTD,Engineering
ROUND FINANCIAL LIMITED,Finance
ROUSE INTERNATIONAL LIMITED,Finance
ROUTE TO TRANSITION,Healthcare
ROUTE-LED GROUP LIMITED,Education
ROVER DIGITAL LTD,Technology
ROVER ENGINEERING LIMITED,Technology
ROVIOX LIMITED,Technology
ROVISYS UK PRIVATE LIMITED,Engineering
ROWAN ALBA LTD.,Healthcare
ROWANCROWN LIMITED,Healthcare
ROWLES HOUSE LIMITED,Healthcare
ROXFIT LIMITED,Technology
ROXIE NAFOUSI LTD,Education
ROXINFORD EDUCATION GROUP LTD,Education
ROXY CARE GROUP LTD,Healthcare
ROYAL AGRICULTURAL UNIVERSITY,Education
ROYAL CONSERVATOIRE OF SCOTLAND,Education
ROYAL GRAMMAR SCHOOL GUILDFORD,Education
ROYAL GRAMMAR SCHOOL HIGH WYCOMBE,Education
ROYAL IHC LIMITED,Engineering
ROYAL MENCAP SOCIETY,Healthcare
ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,Education
ROYAL TRINITY HOSPICE,Healthcare
ROYAL TUNBRIDGE TRADING LTD,Engineering
ROYAL WHARF AESTHETICS & ACADEMY LTD,Education
ROYAL YACHTING ASSOCIATION,Education
ROYALA CARE LTD,Healthcare
ROYALE PERSONNEL LTD,Education
ROYC LTD,Finance
ROYLE CARE LIMITED,Healthcare
ROZ BARR ARCHITECTS LTD,Engineering
ROZE INT (PVT) LTD,Finance
ROZEY DAYS MONTESSORI LTD,Education
RP PARTNERS LIMITED,Finance
RPLUS ANALYTICS SOLUTIONS LIMITED,Technology
RPM EUROPE UK LIMITED,Finance
RPS HEALTHCARE LTD,Healthcare
RQ BIOTECHNOLOGY LIMITED,Engineering
RRJ CARE LTD,Healthcare
RRT (UK) LIMITED,Engineering
RS CONSULTANCY SERVICES LTD,Technology
RS EDUCATION LIMITED,Education
RS ENGINEERING & TECHNOLOGY LIMITED,Engineering
RS INFORMATICS LIMITED,Technology
RSA SECURITY UK LTD,Technology
RSA STRUCTURAL DESIGN LTD,Engineering
RSA SURGICAL CENTRE LIMITED,Healthcare
RSBT LIMITED,Finance
RSMB LIMITED,Technology
RSP BUSINESS LIMITED,Technology
RSV SOLUTIONS LTD,Technology
RSW HEALTHCARE SERVICES LTD,Healthcare
RT-CARE SOLUTION LIMITED,Healthcare
RTB TECHNOLOGIES UK LIMITED,Technology
RTP GLOBAL UK LTD,Finance
RTW GLOBAL INVESTMENTS LTD.,Finance
RTW SURGERIES LTD,Healthcare
RU CAREER LTD,Education
RUANMAI THAI MASSAGE LTD,Healthcare
RUBI LIVING LTD,Healthcare
RUBIC SECURE LTD,Technology
RUBICON CHILDREN & FAMILY SERVICES LIMITED,Healthcare
RUBIES LIMITED,Healthcare
RUBIKAS UK LIMITED,Technology
RUBRIK UK LIMITED,Technology
RUBY CARE SOLUTIONS LTD,Healthcare
RUBY LABS LTD,Technology
RUBY ROAD LIMITED,Finance
RUCKUS WIRELESS UK LIMITED,Technology
RUDIUS MANAGEMENT (UK) LIMITED,Finance
RUDRA INNOVATIONS LIMITED,Technology
RUDRA TECH-UK LTD,Technology
RUDRAUNSH LIMITED,Technology
RUGBY HEALTH LIMITED,Healthcare
RUHRPUMPEN UK LTD,Engineering
RUISLIP CARE HOME LIMITED,Healthcare
RULA HOMECARE LIMITED,Healthcare
RULE FINANCE LIMITED,Technology
RUMAX LIMITED,Healthcare
RUMMAN CARE LTD,Healthcare
RUMPALA LTD,Technology
RUNDELL ASSOCIATES LTD,Engineering
RUNTECH GROUP LIMITED,Technology
RUNWARE LTD,Technology
RUPAAL CARE & TRAINING LTD,Education
RUPTURA SOLUTIONS LIMITED,Technology
RURAL CARE LIMITED,Healthcare
RUSEV CARE LIMITED,Healthcare
RUSHCLIFFE CARE LIMITED,Healthcare
RUSHMORE CONSULTANCY SERVICES LTD,Education
RUSHTON ELECTRONICS LTD,Engineering
RUSKIN MILL TRUST LIMITED,Education
RUSSBRIDGE ACADEMY LTD,Education
RUSSELL COURT CARE HOME LTD,Healthcare
RUTGERS UK,Education
RUTHIN EDUCATION LIMITED,Education
RUTJAY LIMITED,Technology
RUTLAND MANOR LIMITED,Healthcare
RUTTERKEY SOLUTIONS LTD,Technology
RWC PARTNERS LIMITED,Finance
RWDI ANEMOS LIMITED,Engineering
RWG (REPAIR & OVERHAULS) LIMITED,Engineering
RXCELERATE LIMITED,Engineering
RXLOGIX CORPORATION LIMITED,Technology
RY SOLUTIONS LTD,Technology
RYAN INFOTECH LIMITED,Technology
RYAN SOLUTIONS & MANAGEMENT SERVICES LTD,Technology
RYAN SPECIALTY INTERNATIONAL LIMITED,Finance
RYDE HOUSE HOMES LTD,Healthcare
RYDER ARCHITECTURE LIMITED,Engineering
RYEHILL COUNTRY LODGE LIMITED,Healthcare
RYMACARE LIMITED,Healthcare
S & S HEALTHCARE LIMITED,Healthcare
S A GROUP SERVICES LTD,Finance
S A RAHMAN CONSULTING LTD,Technology
S DYNAMICS LTD,Technology
S J PITTMAN LIMITED,Healthcare
S M F LIMITED,Engineering
S P JAIN LONDON SCHOOL OF MANAGEMENT LIMITED,Education
S SQUARED INSIGHTS LIMITED,Technology
S UROOJ LTD,Healthcare
S V CARE LIMITED,Healthcare
S&A CARE SERVICES LTD,Healthcare
S&L IT PVT LTD,Technology
S&M FINANCIAL PLANNING LTD,Finance
S&M LONDON LTD,Education
S&P CARE SERVICES LTD,Healthcare
S&P GLOBAL LIMITED,Technology
S&P GLOBAL UK LIMITED,Technology
S&S ACCOUNTANT LTD,Finance
S&S ICT NETWORKS LIMITED,Technology
S. H. MUFFETT LIMITED,Engineering
S.A.I INFINITY CARE LTD,Healthcare
S.C.S. HOTLINE LIMITED,Healthcare
S.I.M CONSULTING LTD,Technology
S.K CATERING EQUIPMENT'S LTD,Engineering
S.K WINDOWS & DOORS LTD,Engineering
S.M.B.R.A LIMITED,Healthcare
S.S.I MEDICARE LIMITED,Healthcare
S.W.I.F.T. UK AND IRELAND LIMITED,Technology
S2 NERO SERVICES LTD,Technology
S2P SERVICES LIMITED,Technology
S3 CARE LTD,Healthcare
S3 DENTAL HAYWARDS HEATH LIMITED,Healthcare
S3 GLOBAL CONSULTANTS LTD,Technology
S3A GROUP LTD,Healthcare
S3M TECHNOLOGY PVT LIMITED,Technology
S4 CARE LTD,Healthcare
S4S (UK) LIMITED,Healthcare
S4S LONDON LTD,Healthcare
S6 CARE LTD,Healthcare
SA & JO CARE LIMITED,Healthcare
SA RESOURCING LTD,Technology
SA&SAFI LIMITED,Technology
SAA CONSULTANCY LIMITED,Technology
SAAB PROFESSIONAL LTD,Healthcare
SAAGE LABS LIMITED,Technology
SAANCHI SOLUTIONS LIMITED,Technology
SAANS DENTAL LIMITED,Healthcare
SAASAM UK LIMITED,Technology
SABA CAPITAL MANAGEMENT (UK) LIMITED,Finance
SABAYJAI (SURBITON) LIMITED,Healthcare
SABBADIN CORTI LIMITED,Engineering
SABE TECHNOLOGY LIMITED,Engineering
SABHAL MOR OSTAIG,Education
SABIN CARE LTD,Healthcare
SABIO LTD,Technology
SABIO SP LIMITED,Technology
SABITHA SYSTEMS LIMITED,Technology
